popularity,id
905,165011
624,869487
580,604852
537,167517
500,237517
464,858827
446,76057
441,958533
415,2592086
387,793225
387,402872
382,317093
337,211758
323,162677
304,617196
300,577627
263,239921
258,795341
258,184811
256,781399
251,522768
245,816890
241,495784
228,490416
216,269172
216,153519
213,446509
210,354189
206,21744
203,3314964
202,180228
190,3226468
190,189644
183,813392
180,684920
175,814387
169,178122
169,170214
168,517264
167,423829
166,2040645
164,131650
157,272567
156,227776
156,1482685
153,777210
147,815039
136,319347
130,383889
128,233035
128,802791
119,792507
118,238115
118,509156
112,761179
112,1784311
111,961234
107,515628
106,290812
105,531986
104,196690
104,791483
103,362922
103,26350
102,3145706
101,60012
100,405732
97,603226
95,891032
92,827760
91,950571
80,110161
77,132940
74,142178
74,838300
70,175049
69,765900
68,780451
66,239859
66,147635
66,962339
66,165652
64,27221
64,794257
61,182900
59,314600
59,296024
57,166033
57,221894
56,1276114
53,479028
53,1072350
51,954646
51,79016
49,770007
48,800475
48,742899
48,792348
47,51909
47,403120
46,58549
45,688515
45,2750
44,691807
44,30250
43,757342
43,124492
41,683085
41,253457
40,2373828
40,934350
40,2992951
39,959490
39,19297
39,90803
37,1535255
37,258947
37,167399
36,608701
35,278559
35,97384
34,2016362
34,182302
34,181694
34,838327
34,39656
33,120487
32,154548
31,824022
31,489303
30,411761
30,325727
30,779209
29,120370
29,405142
28,2528416
28,2739175
28,359062
28,548338
28,961133
27,515156
27,796957
27,489316
27,69402
26,169536
25,344275
25,175530
25,511029
25,921710
25,66570
24,858710
24,75171
23,166291
23,571845
23,776093
23,175553
22,851639
21,378288
21,758194
21,139933
21,467749
21,310383
21,147481
20,642427
19,281254
19,51740
19,79392
19,185948
19,94861
18,143749
18,104147
17,11156
17,260007
17,184502
17,156043
17,379125
16,776406
15,796166
15,232564
15,932665
15,762921
15,148004
14,275130
14,163435
14,789754
14,235169
13,247963
13,830063
13,144847
13,209773
13,227697
13,992260
13,855423
12,835506
12,743709
12,203008
12,16448
11,611877
11,2571333
11,144629
11,6320
11,180516
11,656420
11,584923
10,767016
10,345734
10,81619
10,291043
10,265456
10,175579
10,804476
9,46861
9,77306
9,3416819
9,859589
9,350840
8,11664
8,390185
8,944933
8,364861
8,743929
8,781172
8,216348
8,837592
8,194578
8,977209
8,1061166
7,568137
7,785101
7,671953
7,128881
7,918140
7,173647
6,89306
6,840402
6,814312
6,854866
6,162820
5,84209
5,615119
5,90169
5,20403
5,500992
5,32401
5,2814183
5,796439
5,1426748
5,351733
5,857203
5,228058
5,175459
5,163198
5,98819
5,302685
5,186805
5,299840
5,127889
5,119107
5,231397
4,215997
4,222387
4,112789
4,2766592
4,282752
4,862761
4,295276
4,296903
4,123754
4,806336
4,609590
4,319021
4,355142
4,796914
4,403784
4,829125
4,399733
3,359179
3,88587
3,774909
3,7031
3,97654
3,632233
3,854854
3,633313
3,811622
3,897322
3,749476
3,828740
3,315336
3,767068
3,2509942
3,287092
3,944310
3,492331
3,301919
3,152973
3,102781
3,501860
3,161173
3,174557
3,175196
3,513813
3,299668
2,200791
2,933781
2,142249
2,750895
2,169578
2,117990
2,159312
2,315339
2,289629
2,64303
2,77662
2,607028
2,303050
2,842802
2,482787
2,322365
2,855531
2,118289
2,243777
2,827367
2,583959
2,123345
2,1580437
2,107227
1,2593754
1,859868
1,3413511
1,1028077
1,808214
1,788283
1,852688
1,1011101
1,3064351
1,923801
1,3670556
1,246885
1,169228
1,502199
1,92208
1,398615
1,104714
1,118791
1,151769
1,359123
1,320845
1,505047
1,313284
1,312126
1,280960
1,274822
1,249973
1,740576
1,224638
1,88180
1,107556
1,69153
1,577358
1,731975
1,607804
1,219655
0,2264745
0,927555
0,24113
0,943827
0,19740
0,170369
0,170879
0,179714
0,19133
0,3370668
0,929659
0,928942
0,927736
0,182598
0,2674162
0,187162
0,920994
0,15318
0,192382
0,15158
0,911827
0,197040
0,895136
0,894465
0,208404
0,81079
0,25394
0,25462
0,168246
0,154998
0,60306
0,98189
0,98278
0,98467
0,1563731
0,98707
0,98944
0,99198
0,102176
0,103447
0,68780
0,48123
0,870589
0,35338
0,130115
0,135273
0,136640
0,138699
0,139026
0,150181
0,81493
0,2841398
0,74952
0,151787
0,748222
0,861252
0,551115
0,422405
0,448152
0,796872
0,478603
0,479548
0,490738
0,501436
0,793898
0,792733
0,502371
0,502989
0,792175
0,504815
0,566988
0,228714
0,784732
0,567325
0,577531
0,597266
0,776408
0,615026
0,617568
0,627026
0,773615
0,630882
0,769876
0,659517
0,710448
0,406294
0,402351
0,804559
0,376150
0,230784
0,244711
0,858788
0,857621
0,856451
0,256528
0,259270
0,259529
0,266151
0,266160
0,266916
0,287249
0,287917
0,288904
0,833631
0,337015
0,346637
0,354733
0,825251
0,359494
0,361541
0,361973
0,5953
0,365542
0,367272
0,809058
0,369389
0,362437
