0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1.0,0.16187870497036025,0.027895981087470448,0.12996977447105323,0.02122641509433962,0.01775147928994083,0.05082769876428072,0.14060446780551905,0.25934629352702415,0.0675614194722475,0.1264949402023919,0.1226170863732643,0.059659752971335356,0.019002375296912115,0.10362694300518134,0.028092540132200187,0.030969267139479905,0.04520965097212462,0.0014282313734825041,0.0030959752321981426
0.16187870497036025,1.0,0.015503875968992248,0.022280471821756225,0.026919242273180457,0.017293997965412006,0.02288135593220339,0.07492957746478873,0.10284742881427965,0.040328603435399554,0.10741510741510742,0.24050632911392406,0.04351464435146443,0.008146639511201629,0.1088,0.023278370514064017,0.022157996146435453,0.06703397612488522,0.00331858407079646,0.0077348066298342545
0.027895981087470448,0.015503875968992248,1.0,0.06982872200263504,0.03676470588235294,0.05439330543933055,0.013245033112582781,0.058394160583941604,0.018753447324875896,0.03697749196141479,0.055900621118012424,0.03142857142857143,0.057203389830508475,0.20398009950248755,0.019169329073482427,0.11636363636363636,0.14652014652014653,0.022222222222222223,0.006329113924050633,0.0
0.12996977447105323,0.022280471821756225,0.06982872200263504,1.0,0.027166882276843468,0.029649595687331536,0.07888888888888888,0.10072416063199473,0.10699202252463633,0.07030527289546716,0.054996127033307515,0.048428207306711976,0.07097457627118645,0.08489208633093526,0.028622540250447227,0.051347881899871634,0.07421875,0.019823788546255508,0.0029895366218236174,0.002967359050445104
0.02122641509433962,0.026919242273180457,0.03676470588235294,0.027166882276843468,1.0,0.017391304347826087,0.020833333333333332,0.0242152466367713,0.021787709497206705,0.01620745542949757,0.030978934324659233,0.04296296296296296,0.01263157894736842,0.027522935779816515,0.024793388429752067,0.03214285714285714,0.010273972602739725,0.017994858611825194,0.021739130434782608,0.0
0.01775147928994083,0.017293997965412006,0.05439330543933055,0.029649595687331536,0.017391304347826087,1.0,0.0024390243902439024,0.05203405865657521,0.014664410603496898,0.05291005291005291,0.04699738903394256,0.013533834586466165,0.06619385342789598,0.043010752688172046,0.006825938566552901,0.08368200836820083,0.06,0.011049723756906077,0.00909090909090909,0.008695652173913044
0.05082769876428072,0.02288135593220339,0.013245033112582781,0.07888888888888888,0.020833333333333332,0.0024390243902439024,1.0,0.05604483586869496,0.07907477138246369,0.05511811023622047,0.054336468129571575,0.022041763341067284,0.06991869918699187,0.012626262626262626,0.05423280423280423,0.015250544662309368,0.012875536480686695,0.023214285714285715,0.0031545741324921135,0.003105590062111801
0.14060446780551905,0.07492957746478873,0.058394160583941604,0.10072416063199473,0.0242152466367713,0.05203405865657521,0.05604483586869496,1.0,0.1815800960279354,0.10824742268041238,0.17849758787043418,0.07399864222674814,0.10308441558441558,0.036688617121354655,0.1297134238310709,0.050405040504050404,0.07713498622589532,0.03745928338762215,0.002952755905511811,0.0019569471624266144
0.25934629352702415,0.10284742881427965,0.018753447324875896,0.10699202252463633,0.021787709497206705,0.014664410603496898,0.07907477138246369,0.1815800960279354,1.0,0.07293196279980421,0.1819526627218935,0.07028301886792453,0.056818181818181816,0.01245048104131296,0.15121180189673342,0.018121911037891267,0.01639344262295082,0.07747252747252747,0.0011737089201877935,0.001756440281030445
0.0675614194722475,0.040328603435399554,0.03697749196141479,0.07030527289546716,0.01620745542949757,0.05291005291005291,0.05511811023622047,0.10824742268041238,0.07293196279980421,1.0,0.12523540489642185,0.03491755577109602,0.16897506925207756,0.015570934256055362,0.039112050739957716,0.025157232704402517,0.03459119496855346,0.03547066848567531,0.0,0.005928853754940711
0.1264949402023919,0.10741510741510742,0.055900621118012424,0.054996127033307515,0.030978934324659233,0.04699738903394256,0.054336468129571575,0.17849758787043418,0.1819526627218935,0.12523540489642185,1.0,0.09090909090909091,0.10073452256033578,0.015384615384615385,0.09191176470588236,0.0807061790668348,0.03477218225419664,0.07230255839822025,0.005673758865248227,0.0028089887640449437
0.1226170863732643,0.24050632911392406,0.03142857142857143,0.048428207306711976,0.04296296296296296,0.013533834586466165,0.022041763341067284,0.07399864222674814,0.07028301886792453,0.03491755577109602,0.09090909090909091,1.0,0.09512485136741974,0.01529051987767584,0.09844559585492228,0.02531645569620253,0.06831395348837209,0.062261753494282084,0.0017241379310344827,0.008605851979345954
0.059659752971335356,0.04351464435146443,0.057203389830508475,0.07097457627118645,0.01263157894736842,0.06619385342789598,0.06991869918699187,0.10308441558441558,0.056818181818181816,0.16897506925207756,0.10073452256033578,0.09512485136741974,1.0,0.04009433962264151,0.056818181818181816,0.02636916835699797,0.0847457627118644,0.03547297297297297,0.0,0.013966480446927373
0.019002375296912115,0.008146639511201629,0.20398009950248755,0.08489208633093526,0.027522935779816515,0.043010752688172046,0.012626262626262626,0.036688617121354655,0.01245048104131296,0.015570934256055362,0.015384615384615385,0.01529051987767584,0.04009433962264151,1.0,0.008695652173913044,0.046218487394957986,0.11353711790393013,0.005649717514124294,0.0,0.009523809523809525
