end,score
100116,3.76546778757439e-05
100160,0.04642683948938144
100473,9.129616017874488e-05
100659,7.79205946681753e-07
1006765,0.00011541916396562055
1006782,0.0070207022166810604
100854,0.0031685930371295095
1009342,0.00017086725447655425
101164,1.8219575268395894e-05
1013375,0.0006623525184956436
101415,1.9635989856380176e-06
1016154,1.619048880021138e-06
101628,0.0002599637652540425
101701,0.00022962446857572666
101776,2.830223272030604e-05
101795,0.0005995767547808929
101895,0.00026271793647002624
101946,0.004254508781288553
101953,5.404233409600445e-05
102050,0.01340260706460971
102399,0.0005970025978691391
102781,4.231866633551023e-06
1028077,0.0012299417886660387
1028746,2.2643556236862936e-06
1029659,9.079903147699757e-05
102985,0.003042263943974706
103033,1.7277919270495863e-05
103162,0.0006187737209781847
1032082,1.6088311016782077e-05
103324,0.00019684101544939156
103447,8.777502784168031e-06
103484,0.0008340091794447029
1035160,1.8159806295399513e-05
10412,0.00030096708613581893
104147,9.53645977480299e-05
104314,4.443078906682592e-06
104388,0.0002349570822652468
1043986,5.119085135508674e-05
104455,5.472083269504173e-05
104714,0.043776001820806064
104741,0.0002389185449719724
105030,4.207712112081466e-06
105129,0.0008098801196791107
105354,0.004088742517240782
10538,0.0005337010509779101
105422,0.00024242534209912143
105462,1.915460684214273e-06
1055021,8.545643554517484e-07
1055285,0.0007478197211741423
105618,0.00348999031856054
106298,0.0009441251037294505
106514,2.2593855605017292e-05
106882,5.91026845268664e-05
106916,1.0027860619182157e-05
106987,0.001770178374274407
107090,0.0017759399358234884
107139,0.0014965713490666683
107227,3.242822552749913e-06
1072350,8.662936701344195e-06
107247,1.8582483689096262e-05
107249,2.816853947373931e-06
107466,0.0001338683120784205
107556,2.1343467235195842e-06
107877,0.00034334145415102206
108124,2.1021169588964258e-05
108265,1.6665833374997917e-05
108446,0.00011204038287632024
108554,7.875351139078316e-05
108679,0.0005882964975309319
108826,0.020406604086402297
109274,0.0001216423411959484
109367,7.822899659853556e-05
109414,1.4845820565927074e-05
109421,0.00047696733479163963
109628,0.00011045244294213849
109637,2.1439171906196996e-05
109669,1.2166619602376845e-05
1097,1.0739244229267113e-05
109735,0.0020390619132416685
1098,0.005104169535399191
10982,0.0002806036258829911
110104,0.0005200012943480017
110161,0.0018679607071017124
11028,0.0005711272464388175
110341,0.00020136974791431126
11046,2.7342525870441678e-05
110541,0.0008744842075908432
110564,9.43521943884008e-06
1113,3.3985367059119536e-06
111794,3.878386229065763e-06
111934,0.0003304639749942281
111963,0.00013264646946665873
112017,0.0020657608021468275
112185,0.00012446075813330452
112204,1.0218516579176334e-05
11242,3.041565546059666e-06
112462,0.013246252266409448
112540,0.0004582811873408351
112789,0.003401812047500064
113480,0.0008516359546547972
113823,7.94253623487786e-05
114342,0.009698337679994829
115544,2.0522793045152926e-06
115554,1.180763435474552e-06
115733,0.002593340227569015
116087,7.668641002971007e-05
116178,0.0009352844009263241
11620,5.294527241123411e-07
1163,3.0072531482847725e-05
116984,0.008323854957143717
117001,0.0008736994681948307
117064,0.0008862506201845039
11707,0.0018174364838989356
117490,3.392651293928662e-06
11754,0.0011571317862284114
117844,0.0038198113359020425
117990,8.325008510406854e-05
118128,4.049502497078327e-06
118189,0.00014363663409125427
118289,0.0012291508523127096
118327,0.001655763648654104
118384,2.734428936395183e-05
118493,9.999958368944872e-05
118544,0.01686548848280685
118664,0.00045729331201544793
118791,1.9482463257648846e-05
118853,0.00015542909351026383
118979,3.030245348206817e-07
1190,8.957370903893934e-05
11910,0.00017777757204983152
119111,0.0004849776946954978
119629,5.6657073118412336e-05
119651,0.0009910004702546047
11970,0.00013642360778492457
120010,0.0007894241094513093
120060,0.00023009786431808576
120067,0.0002849526028837203
120412,6.518586626477729e-06
120487,0.0022002172479292613
120521,0.07208674595633717
120615,7.595648816324149e-06
120953,0.00045515539745378256
1211412,2.0563578255308408e-06
121157,0.0011948099580582198
12128,0.00018995866700940447
121318,5.711035871173631e-05
121459,0.00019620044944262623
121590,0.013571153474482905
121746,1.7672390870742158e-06
12180,0.00011105507248081196
122023,0.00012901749267368482
122037,2.838877907221264e-05
122219,1.3013542614684947e-06
122252,0.0003813319919345385
122381,2.796264378281987e-06
122754,0.002497568308114888
123007,0.0004891367116564335
1233067,0.0001332500049901049
123345,0.00018588363979234407
123363,8.047227155366364e-05
123515,4.6693245281496366e-07
123754,6.564781155550578e-07
123915,6.587416426351037e-05
124248,0.00044884169884169887
124492,0.004679308836119325
12472,0.0010031005939996939
124825,8.423402920113013e-05
12491,2.5246272672488797e-06
125465,1.9455877195770746e-05
125506,5.397286609778459e-05
125528,3.1813197889987003e-06
125561,3.6512756102309735e-06
125569,0.00043097865394821144
125822,1.186315889681568e-05
125829,6.745187355245099e-07
126048,0.0003311564592649718
126144,1.2303986274341545e-05
12644,0.0001946631587445213
12654,0.0019046252812249562
1266,0.0006183685292214364
126782,3.702412487542251e-05
126862,4.943461629345179e-06
126903,2.070708686491513e-06
127063,0.0009405451614478597
127301,4.323763403666551e-06
127337,0.0006257814022069965
127360,0.005012547500840246
127369,0.003975717007367246
127451,0.0022939989687606986
127696,0.00032805863423752025
127766,4.017453732485248e-05
127889,0.00012390579697320743
127949,0.00010658330357260391
12802,0.0004902242969661845
128099,0.07063302987535289
128141,0.0015250931841455729
128143,0.00026418431774487765
128249,3.691175285657896e-05
128266,2.8540771255673104e-05
128290,0.001742970383295367
128440,0.0034393425671240025
128495,0.0010763685003757277
128585,0.003302413255213538
12877,1.8968375358383484e-06
128873,1.537584519461545e-05
1292549,5.605850839914558e-05
129308,0.0005517262421533331
129430,0.001163072867564695
129547,0.002608338521719488
129637,0.0004030667146645378
129761,0.00042949916450058206
129775,0.011487560598100785
129817,0.0022351980073050796
130028,0.0015860841414773999
130036,1.7597632462310098e-05
130037,1.9144097545711392e-05
130115,0.005890187545163352
130173,0.0007688864938929419
130402,0.00016442094215081594
130689,0.0018728243172404858
130764,0.00011749022420977446
130855,9.402066298299842e-06
130932,0.0016156811115855666
131038,3.310994263907101e-05
131178,0.0017957094661889754
1312035,0.000363856944429359
131581,0.0025814307535300157
131624,0.0027910236736221265
131627,0.002018882397244912
131650,0.01945496225877727
131681,0.005600405252952635
131841,0.002828775041101235
132095,2.1496778626820914e-06
132449,0.002542814519642274
132579,0.0012569309357870393
132710,1.930639930282032e-05
132849,1.6665833374997917e-05
132940,0.00047820259911630426
133057,0.000269601184919222
133119,0.0003725199248541536
133528,3.252491331739269e-06
133719,0.0009617425213818524
13377,3.003666823256352e-06
133832,0.0013532120090525665
13384,0.0017734623163998256
13387,0.0015654655104603847
13393,0.00026130799645778966
133969,0.0011884288706780018
1340026,0.0001309065990425345
134051,2.2541314886150713e-06
134600,0.013229398609208489
134729,0.003637632397763706
134761,0.0003379185623783674
135024,0.0012707853342690902
135032,0.0002966792954598603
135054,1.6250261144730517e-05
135059,1.0637819864730854e-06
13508,5.628813459906492e-05
13511,0.005356887320830341
135152,0.005153467189652738
135273,0.0032750819551436686
135378,0.0006258379173994189
135391,0.0003320436760094605
135543,1.837806037726889e-05
136075,0.0003086910774394654
136124,6.637053487099852e-05
136640,0.006728639953555872
136871,0.003843072852970864
137084,0.001946029532756104
137137,0.0025016243126448215
137390,0.01893285725748548
137401,8.411788730062097e-07
137474,0.002605489900748336
137494,0.014562422916640548
137580,0.0013309468698850541
138063,0.0008834010832859667
138071,4.344245543446941e-07
138271,0.00028819778042119047
138332,0.0009248770951443576
138407,2.9008775756556456e-05
138520,0.007681621879072488
138560,0.0006492887646441173
138699,0.010393596000644392
138833,0.012395590377368856
138837,0.006246121760935003
139026,0.06910932455729026
139089,0.0016976760221029783
1391526,4.248170882389942e-06
139709,5.0312718688482264e-05
139741,0.0008018467786171033
139804,0.00034434967955247016
139908,0.0001785011163764079
139933,0.012495081155807329
140176,0.00021991534386310802
140499,0.025140749052140712
140521,0.0003094238133892064
140553,0.0001676227463924197
140689,0.00020053247886511733
14073,8.602961565637104e-05
140816,0.0003324181162334049
1409777,1.4414001804288008e-06
141256,0.00032342698741859603
1416172,9.62602296032045e-05
141681,4.653423229314143e-05
141838,0.000727194725002517
14201,0.00015008825811143066
142050,0.0005667559080635891
142178,0.0011466032078204054
142208,9.528989683454746e-05
1422105,4.41809771768554e-05
142249,0.004285101162428669
14263,0.00019104058836355868
142652,0.000777404769757931
1426748,0.0001247072932023293
142767,7.582276486576241e-05
1431398,5.700172412740561e-05
1433,0.00042816230405725984
143367,5.387233174352643e-06
143494,0.0005184097655436611
143559,9.364133703181934e-05
143749,7.617409858078517e-06
143951,0.0014899277069268324
144349,4.268147823366069e-06
144458,0.012927146893725665
144538,2.2439444229755445e-05
144847,0.007114520303748639
145086,1.9691056605772117e-05
145128,0.0034311835920482633
145443,0.00013525970904596125
145543,0.001727021630628636
146088,1.5078911281239065e-06
146354,7.403998180993229e-05
146490,0.0002836240112298439
14651,0.01509150873543513
146544,0.00024693141899647774
146551,2.1519183387869164e-06
146796,1.7170464300725555e-06
147082,4.7091032151470336e-05
147200,0.0031566149956394523
14724,4.3772728612804056e-05
147245,2.5360173627040572e-05
147294,4.443078906682592e-06
147316,0.0001462838136507192
147481,1.015354784613772e-05
147635,0.002386005893532627
147638,0.000848927720534799
147771,0.00015968901480146918
148305,0.0007772725143789711
148355,4.577297526840626e-06
148477,0.00038377797352153896
149044,0.003023150761357108
149166,0.00020479561921050754
149173,0.000683433570256971
149515,0.0006144387397106702
1498,0.000391802731667278
149840,9.217590720343076e-05
149946,0.0004467396099510413
