artist_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,duration_ms,popularity,count,label
792507,-1.1972274446007294,-1.6250976762792295,-0.9138194543313977,-0.539479884483814,-1.0591950314935006,1,5,1.3467881745505785,-0.4734247534117807,0.31754593311948714,-0.2685294668585176,-0.6888511161374203,-1.0420925821201383,17.190909671823423,5
816890,0.5553784619238751,-0.6405126608699561,0.6821352886683623,-0.2849716996927412,-0.40872280509800857,1,10,1.1761414506905616,-0.4656654663741753,0.40546235582755896,0.377666719492076,-1.014117299750246,-0.9956067167516396,13.77670602501214,2
79016,0.2040982676170739,-1.7958158610856632,-0.234594327416395,-0.5536059210454112,-0.8053310229497581,1,5,1.936581504250079,-0.507169185779985,0.19284256164446903,-0.09811129171332153,-0.7378027508837148,-1.8336992488754968,13.660751938894022,5
66915,-0.24304467346623562,-0.5075159200901956,0.03276145026088918,0.2979594740941354,-0.3094349767470966,1,7,0.7562065299914524,-0.4155779365030374,0.9842368484057422,-0.07014897743161218,0.1277222879280329,-0.671849215058043,13.622100576854649,0
894465,-0.15480261420267427,0.6196972103910917,0.5543549635042795,0.1724135514904462,0.5052386969859295,1,0,-0.16090923802596566,0.19910243169125727,0.6326940848307908,-0.24425604559065592,-0.1988352518457676,-0.3887698217931435,12.887724698106561,0
41874,-0.3149386967905771,-0.2550455252461687,0.4465271397577066,0.28914857454995874,-0.0037349113869224525,1,9,0.19634419817912038,-0.06411061649696952,-0.037310177093464986,-0.34356536662716497,-1.176555036509944,-0.8931722871010036,12.359489416901798,0
180228,-0.36782583214805037,-0.7479943432090033,0.38242622730177034,-0.4709397189906145,-0.7246337632036414,1,0,1.366454615588052,-0.3315064914325973,0.4497209905055759,-0.15333228504127855,-1.087490619349045,-0.4788825187018392,12.307954267515967,0
26350,-1.4290866281413883,-2.091607465736699,-1.0841185589871132,-0.6221500907044084,-2.4930113854469176,1,7,2.1176780516279794,1.6402166461857473,-0.05779004549652381,-0.01763133307478725,1.0102663931729614,-2.343347176785614,11.63799732550017,15
423829,-0.6331303606005076,-1.2980344978272296,-0.6435748123407614,-0.3629253340310776,-1.1212485075484766,0,0,1.0740288821415105,0.3244241068715251,0.2104909749099221,-0.20262504315048488,1.908904339418563,-1.2939940474578129,10.684597061862302,3
184502,-0.8636812320673616,-1.6082321481647543,-0.7785880885122712,-0.5981126903413627,-0.8107861340227936,1,0,1.6769674169757487,-0.5418348745360816,0.15498612665869957,-0.12390352111111941,-0.3996405538864263,-1.394552046540741,10.671713274515843,5
813392,-0.5864958709470952,-1.7107741830881016,-0.35611159087494104,-0.4874864939012543,-1.1088335049006233,1,7,1.7936015402042635,-0.45136263092969364,-0.14139569705097474,-0.3469078134876093,-1.0337482985434352,-1.5546776903466084,10.607294337783555,5
858827,-0.6413650504263313,0.07279962165995923,-0.5651839355250005,-0.19961117623308677,0.019786216529151555,1,2,-0.19708463299551252,-0.4262688623947677,0.6333741395104479,0.016303531006372694,-0.1727032867039316,-0.5432374718614977,10.607294337783555,0
132940,-0.3341865219967957,-1.3239730875771718,0.5224141498755046,-0.2650474738243488,-0.5811615062252053,1,1,2.0644943091475314,0.5727790979768173,0.11048533204845973,0.20760478943396948,-0.3858135934266485,-2.712883218468885,10.568642975744183,11
