year,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,speechiness,duration_ms,popularity
1927,0.6609999999999999,0.10800000000000001,0.6779999999999999,106.539,-20.662,0.986,0.696,0.0419,191427.0,19.0
1928,0.3,0.04516666666666667,0.3221333333333333,102.46166666666666,-26.307,0.9873333333333334,0.9293333333333335,0.0392,158982.33333333334,0.3333333333333333
1930,0.366,0.122,0.203,72.82,-13.035,0.9129999999999999,7.18e-05,0.0417,178867.0,10.0
1933,0.6385555555555555,0.1872111111111111,0.5636666666666668,117.01488888888886,-13.172222222222222,0.9448888888888889,0.0015133277777777778,0.050766666666666675,176831.22222222222,11.11111111111111
1934,0.653,0.22224,0.6886,142.66859999999997,-13.274799999999999,0.9438000000000001,0.50240974,0.08074,187949.4,0.8
1935,0.409,0.23800000000000002,0.4335,164.4015,-12.11425,0.9470000000000001,0.019401034999999997,0.0355,283923.0,12.0
1937,0.6493749999999999,0.31925000000000003,0.5463749999999999,137.81962499999997,-15.981624999999998,0.6375000000000002,2.415e-06,0.047137500000000006,182823.375,5.0
1939,0.552,0.49750000000000005,0.6895,123.193,-9.281500000000001,0.897,0.09878699999999999,0.0903,167631.5,1.0
1940,0.615,0.518,0.9009999999999999,122.471,-12.161,0.925,0.687,0.0666,221587.0,2.0
1941,0.5423571428571429,0.4718571428571428,0.7782142857142859,121.44642857142857,-9.419857142857142,0.7853571428571428,0.0008063792857142856,0.11797857142857142,165389.7142857143,0.2857142857142857
1942,0.5746666666666667,0.2556666666666667,0.5303333333333333,112.63333333333333,-11.462000000000002,0.8163333333333332,0.5303333333333333,0.044300000000000006,191447.66666666666,1.6666666666666667
1944,0.461,0.373,0.5626666666666666,117.371,-9.377,0.9646666666666667,0.6113333333333333,0.043833333333333335,185003.0,8.666666666666666
1945,0.434,0.254,0.578,135.673,-14.935,0.606,0.000149,0.0302,263373.0,0.0
1946,0.5261874999999999,0.27274375,0.5963749999999999,105.02224999999999,-12.757062499999998,0.9884375,0.303625,0.052837499999999996,177398.0,4.625
1947,0.6589285714285714,0.28264285714285714,0.5347142857142857,87.27400000000003,-14.676785714285712,0.8719285714285714,0.1689643142857143,0.04157857142857143,172592.35714285713,8.142857142857142
1948,0.6850277777777778,0.30824999999999997,0.6074166666666666,110.99966666666666,-11.848333333333334,0.9409722222222222,0.10054418416666666,0.08675000000000001,175375.05555555556,16.97222222222222
1949,0.5130697674418604,0.25963488372093024,0.5500511627906977,111.76604651162792,-12.929116279069762,0.9032790697674419,0.07579189651162792,0.08855116279069768,183213.02325581395,6.209302325581396
1950,0.44970588235294123,0.25881176470588235,0.5036588235294118,103.29076470588237,-12.76717647058824,0.9489411764705881,0.19327276705882354,0.08420588235294116,201145.29411764705,8.823529411764707
1951,0.5630487804878049,0.3457682926829268,0.6702317073170729,119.5314024390244,-11.51689024390244,0.7176463414634144,0.06208610146341464,0.0495560975609756,151907.17073170733,5.146341463414634
1952,0.5796590909090911,0.381275,0.6736363636363635,115.67159090909094,-11.520431818181818,0.6867640909090911,0.060529041136363634,0.07015454545454544,167967.27272727274,8.454545454545455
1953,0.48,0.2856096774193549,0.5665774193548389,114.41580645161288,-12.910548387096775,0.8884516129032258,0.20834397935483867,0.1053709677419355,178934.5806451613,1.2580645161290323
1954,0.47491304347826097,0.3100086956521739,0.4387739130434781,113.09504347826086,-13.312217391304348,0.7907391304347826,0.03294235260869566,0.038673913043478246,196480.08695652173,11.782608695652174
1955,0.47146746987951804,0.3080686746987952,0.47802409638554194,106.64061445783129,-11.888915662650602,0.7581445783132531,0.0814849909638554,0.04309397590361445,278239.2891566265,9.72289156626506
1956,0.41160215053763444,0.31647043010752696,0.4573268817204302,112.55246236559138,-14.076462365591397,0.8074027956989246,0.28458563010752685,0.04590000000000001,254641.1505376344,11.602150537634408
1957,0.4743515625000002,0.2857142187500001,0.47768593750000016,115.413671875,-14.034859375000005,0.7941562500000003,0.17636175671875004,0.05453203125000001,204810.578125,17.9921875
1958,0.488095238095238,0.3001785714285714,0.47165833333333335,112.12779761904767,-12.7,0.8142976190476193,0.09913127678571432,0.05297857142857144,239306.70238095237,16.452380952380953
1959,0.4784403669724771,0.3177311926605504,0.5219935779816512,113.69530275229357,-13.775211009174312,0.7582568807339447,0.1507992423853211,0.055583486238532126,215768.56880733944,18.34862385321101
1960,0.48688461538461536,0.25270673076923067,0.4687865384615387,113.39937499999998,-14.953826923076926,0.7750576923076918,0.10800627836538462,0.05780096153846155,213121.0,19.384615384615383
1961,0.5110158730158727,0.30984761904761915,0.5382785714285715,115.13253968253969,-14.610960317460316,0.7203317460317459,0.1732009709523811,0.045731746031746075,241850.27777777778,22.603174603174605
1962,0.4610933333333335,0.27050799999999997,0.467856,115.34094666666667,-14.825133333333339,0.7358923866666666,0.10329908293333334,0.04587466666666667,212641.89333333334,21.64
1963,0.4930300751879699,0.29028947368421054,0.5195947368421052,113.15018796992483,-15.106112781954888,0.7614834586466168,0.207857675263158,0.0458706766917293,214727.90225563908,22.157894736842106
1964,0.5553333333333333,0.4479428571428572,0.6502492063492064,114.74987301587304,-11.931999999999999,0.691931746031746,0.2653847082539683,0.0405126984126984,191499.80952380953,23.682539682539684
1965,0.514469696969697,0.4490386363636365,0.6098598484848481,115.06343939393939,-11.34007575757576,0.6161501515151522,0.1513886412878788,0.04883181818181818,205489.2196969697,27.060606060606062
1966,0.515484375,0.48448593749999996,0.6361875,116.20742187499997,-11.686250000000003,0.5987625,0.09916194984374999,0.0613015625,213568.25,29.90625
1967,0.5112292993630573,0.4522452229299362,0.5686496815286625,119.51708280254775,-11.988025477707005,0.481747770700637,0.17468434617834408,0.046517834394904464,222269.47133757963,28.32484076433121
1968,0.4934144736842104,0.4773631578947366,0.5863697368421054,113.86971710526318,-12.299217105263153,0.4325013289473685,0.09050736256578945,0.0968493421052632,253265.95394736843,30.657894736842106
1969,0.4701135371179043,0.48517986899563326,0.5472672489082969,116.06151091703049,-12.580790393013093,0.41924156768558957,0.16182648279475983,0.06354716157205238,251211.2620087336,33.646288209606986
1970,0.5298924731182795,0.5118650537634409,0.5744263440860212,115.73552150537635,-11.667526881720434,0.4506021935483869,0.12673996940860216,0.054356451612903235,263421.5268817204,34.344086021505376
1971,0.5213112582781455,0.4524583443708611,0.5928211920529801,117.85505298013248,-12.037019867549668,0.5165067947019867,0.14754632735099338,0.053175496688741726,257759.9205298013,36.21854304635762
1972,0.5356129032258065,0.5467548387096772,0.6429978494623657,117.83604301075263,-11.698655913978493,0.40743580645161276,0.17053565548387092,0.048235483870967745,250140.02150537635,33.41935483870968
1973,0.5547124183006535,0.5619346405228757,0.6511790849673201,118.33454248366012,-10.828810457516342,0.38036930718954237,0.09968316078431369,0.06908300653594768,273518.71895424835,38.1764705882353
1974,0.5319492753623188,0.5361920289855074,0.5897797101449277,120.38736956521736,-11.518637681159417,0.38201154347826094,0.07044164021739131,0.05760724637681158,266475.1304347826,32.971014492753625
1975,0.5131294117647054,0.5199460588235293,0.572259411764706,122.4764529411765,-11.783270588235288,0.4200298764705884,0.08647966523529409,0.05623058823529413,280366.0705882353,33.68235294117647
1976,0.5349944444444442,0.5879777777777778,0.6102100000000001,123.01807777777775,-10.983294444444448,0.2687912205555555,0.07652856622222225,0.06351611111111104,279070.6111111111,34.894444444444446
1977,0.5453773584905658,0.5383396226415095,0.5831509433962263,120.11640880503145,-11.126723270440248,0.337029603144654,0.14998440591194967,0.06738364779874212,266456.3270440252,36.74842767295598
1978,0.5670551181102362,0.500155905511811,0.6229212598425197,121.94339370078733,-12.282173228346458,0.34317362992125977,0.06934150228346453,0.06785196850393699,230245.968503937,38.7007874015748
1979,0.5409313725490196,0.612879411764706,0.6145666666666668,127.37412745098034,-10.682754901960784,0.20234863431372563,0.11169722176470591,0.05474019607843138,249645.36274509804,34.911764705882355
1980,0.5710074074074075,0.6387600740740742,0.5879851851851853,120.97508148148144,-9.959466666666666,0.19559980962962964,0.16570288925925925,0.07184740740740746,240145.61481481482,33.87407407407407
1981,0.5669305555555556,0.5403402777777777,0.5728638888888888,124.18686111111113,-11.396284722222227,0.3650963611111111,0.06592536965277779,0.04956944444444445,262670.56944444444,34.8125
1982,0.5606524390243905,0.5636984146341462,0.5693664634146336,122.6805914634146,-11.14643902439024,0.3360860217682929,0.0661746568292683,0.08583902439024392,227637.31707317074,33.96341463414634
1983,0.5258283582089551,0.6676552238805972,0.5292880597014924,125.17808955223882,-10.259970149253729,0.23532752388059708,0.14674725664179092,0.07730223880597016,260736.14179104476,35.082089552238806
1984,0.6041878787878787,0.5635987878787878,0.6486521212121215,119.57072727272717,-11.706787878787878,0.2842763914545454,0.07863104442424239,0.06345878787878786,258943.0303030303,36.836363636363636
1985,0.6045285714285713,0.5101864285714287,0.5552514285714286,120.98180714285711,-13.438542857142862,0.3309553262857144,0.06925958942857141,0.0598392857142857,227069.9642857143,38.59285714285714
1986,0.5214956521739129,0.6421217391304346,0.5206591304347826,120.77546086956517,-10.812008695652167,0.21752709565217396,0.10737177000000002,0.059459130434782625,262450.8956521739,35.756521739130434
1987,0.5297249999999999,0.5762362499999998,0.5548075000000002,123.9587250000001,-11.377093750000006,0.3139078579374999,0.08750713156250002,0.05590437499999999,238918.20625,37.34375
1988,0.5090931297709924,0.5635786259541983,0.5447595419847329,120.321572519084,-12.170480916030536,0.34109970419847313,0.2602980754961832,0.0480977099236641,239641.57251908397,35.916030534351144
1989,0.538864077669903,0.5844155339805824,0.5454951456310682,128.9506407766991,-11.27956310679612,0.29500009796116505,0.07541705475728154,0.05485533980582523,252764.74757281554,37.36893203883495
1990,0.5507394366197184,0.5130598591549295,0.540693661971831,120.72612676056336,-11.832633802816897,0.3593641988732393,0.08532662901408454,0.04274718309859155,245672.7676056338,40.62676056338028
1991,0.5305965753424653,0.5989341780821916,0.551908904109589,124.17171232876714,-10.251143835616443,0.28036879582191787,0.13998023890410954,0.06105821917808219,237276.15068493152,40.054794520547944
1992,0.518404761904762,0.6349057142857144,0.5059095238095239,125.63271428571431,-10.085857142857144,0.23892399161904773,0.14472795047619047,0.06023523809523809,245819.57142857142,39.77142857142857
1993,0.535144827586207,0.5669696551724139,0.5062165517241378,122.81251724137925,-10.370331034482756,0.2735348789655172,0.1490601484137931,0.047428275862068985,244770.75172413792,42.02068965517241
1994,0.5401323529411767,0.5815264705882354,0.523530882352941,120.75816911764707,-9.84099264705882,0.3013085736764707,0.07217143323529415,0.05296029411764707,254830.9044117647,43.98529411764706
1995,0.526356589147287,0.6581085271317827,0.5276372093023255,119.42503875968998,-8.81381395348837,0.20853838193798444,0.12279215759689924,0.0714953488372093,252453.72093023255,45.47286821705426
1996,0.5597391304347825,0.5949260869565218,0.5413913043478259,113.04304347826086,-9.098978260869563,0.2815247956521738,0.09054559434782616,0.0508695652173913,245679.05434782608,44.641304347826086
1997,0.5226341463414632,0.6452325203252033,0.48771869918699196,120.90158536585363,-8.393227642276422,0.27508571804878046,0.1548571977235773,0.058234146341463386,238500.0406504065,45.21951219512195
1998,0.5184910714285711,0.614910714285714,0.45447053571428564,119.52115178571435,-8.765321428571427,0.27007126696428563,0.06736209000000003,0.05937767857142862,265086.3214285714,45.61607142857143
1999,0.5201234567901233,0.6089987654320984,0.5049135802469134,125.15067283950613,-8.716549382716043,0.29799422290123456,0.08225387351851851,0.05429691358024695,245095.04938271604,48.49382716049383
2000,0.5675609756097565,0.5682739837398371,0.5013032520325202,119.69851219512188,-8.35583739837398,0.3449131957723577,0.058270968130081306,0.06268455284552844,234218.65040650408,47.666666666666664
2001,0.5394598360655736,0.6056801803278691,0.4854680327868854,124.97460655737704,-9.368868852459016,0.24480444213114744,0.1592339034426229,0.09154344262295079,243900.68852459016,49.450819672131146
2002,0.5594213235294117,0.6396514705882353,0.5075242647058824,118.13972058823532,-7.642499999999997,0.2687334775735295,0.07097508772058823,0.06820294117647059,260933.30147058822,50.470588235294116
2003,0.5339741379310345,0.6400086206896551,0.4648301724137928,121.83503448275862,-8.447215517241379,0.26803844637931035,0.10483923922413796,0.05747155172413792,265023.974137931,48.08620689655172
2004,0.5312116788321167,0.7401773722627736,0.5310138686131387,132.5323284671533,-6.240364963503648,0.1918189671532847,0.035740922262773714,0.06993430656934307,236246.0583941606,49.31386861313869
2005,0.5280964912280701,0.7075236842105264,0.46598508771929814,129.74871929824565,-6.5537368421052635,0.20396029157894735,0.08279731324561401,0.07023859649122803,241869.04385964913,51.078947368421055
2006,0.5448656716417911,0.689888805970149,0.5046119402985075,121.23634328358209,-6.687194029850746,0.2399047558208954,0.03649806738805972,0.07055746268656718,236847.80597014926,52.19402985074627
2007,0.5586716417910451,0.7105895522388059,0.5332328358208956,127.60400746268655,-6.974768656716416,0.20176249902985074,0.06780285305970153,0.10624402985074624,257607.5671641791,50.1865671641791
2008,0.5552394366197184,0.6987260563380283,0.5239823943661971,127.08854929577447,-6.642161971830984,0.22032693380281682,0.07007671260563378,0.06627746478873238,237573.161971831,49.2887323943662
2009,0.5427333333333332,0.7367222222222223,0.5177077777777777,129.2132555555556,-5.849266666666665,0.19495724444444443,0.04683446988888889,0.06358666666666665,227302.65555555557,53.544444444444444
2010,0.594841121495327,0.7171700934579437,0.543418691588785,122.84128037383174,-6.158953271028039,0.17544345177570098,0.07948130177570092,0.05981028037383178,227790.54205607477,55.373831775700936
2011,0.54125,0.6703263888888888,0.4655194444444445,125.65841666666662,-6.683597222222223,0.22574726805555548,0.03550290500000001,0.05553472222222223,247445.18055555556,55.125
2012,0.5755446428571428,0.7158839285714284,0.5360642857142855,123.9191875,-5.781258928571432,0.1670586160714286,0.013019354464285716,0.055218749999999976,223039.0267857143,57.705357142857146
2013,0.5915142857142859,0.6795333333333331,0.48712666666666654,126.49569523809525,-6.637199999999999,0.21457458666666662,0.028136150666666655,0.09176285714285713,259689.86666666667,59.43809523809524
2014,0.5432765957446808,0.6743191489361703,0.472773404255319,126.15874468085123,-6.804244680851061,0.23275010638297874,0.026072087978723412,0.0690808510638298,251921.05319148937,56.40425531914894
2015,0.5627499999999999,0.6460124999999997,0.4402149999999999,122.9690125,-6.450425000000001,0.2693992625,0.022315971125000007,0.06682250000000002,226640.95,62.225
2016,0.5536037735849056,0.6826037735849054,0.47850188679245287,121.29269811320754,-6.253415094339621,0.22563028301886803,0.0016375543396226415,0.072711320754717,235245.0,63.81132075471698
2017,0.5962127659574468,0.6464893617021276,0.4510957446808511,118.46491489361708,-6.366531914893614,0.21611255319148936,0.006103954468085105,0.08006595744680851,223777.25531914894,67.51063829787235
2018,0.6155,0.6416786111111112,0.4648249999999999,116.46625,-5.946416666666668,0.18694247222222224,0.028192927500000003,0.07413888888888888,213967.13888888888,67.94444444444444
2019,0.587888888888889,0.6784222222222224,0.49466666666666653,118.33473333333329,-5.908688888888889,0.25506533333333337,0.00016744377777777773,0.09423777777777778,205921.6222222222,70.62222222222222
2020,0.6354285714285713,0.563095238095238,0.5197619047619046,124.65349999999994,-6.84159523809524,0.36808642857142854,0.0003072426190476191,0.06996428571428577,200432.7142857143,59.19047619047619
