year,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,speechiness,duration_ms,popularity
1925,0.499,0.0748,0.429,113.26799999999999,-13.552,0.924,0.013999999999999999,0.044000000000000004,193840.0,3.0
1940,0.48700000000000004,0.765,0.96,71.824,-5.936,0.804,0.000162,0.0958,255608.0,0.0
1942,0.288,0.27799999999999997,0.2393,115.008,-14.246500000000001,0.966,0.7045000000000001,0.035500000000000004,548913.0,0.0
1943,0.42539999999999994,0.21245000000000003,0.3539,112.73240000000001,-14.870500000000002,0.9373999999999999,0.113909025,0.12135,158774.8,16.2
1945,0.513,0.4095,0.622,113.834,-16.1825,0.8745,0.4590000000000001,0.06914999999999999,121886.5,1.0
1946,0.21000000000000002,0.23,0.12484999999999999,91.26750000000001,-16.683500000000002,0.907,0.944,0.032850000000000004,119213.0,0.5
1947,0.5882499999999999,0.1907625,0.5744999999999999,124.80018749999999,-14.376562499999999,0.8516250000000001,0.10132420125,0.0955875,192916.6875,10.25
1949,0.5777500000000002,0.37065000000000003,0.7391000000000001,131.02585,-10.976049999999999,0.82255,0.08990905900000001,0.051665,180778.0,4.15
1952,0.5651666666666667,0.17038888888888892,0.4368888888888889,117.69205555555557,-17.956444444444443,0.9868333333333335,0.8611466666666667,0.05771666666666667,191628.11111111112,6.222222222222222
1953,0.5447857142857143,0.25958571428571425,0.6122142857142857,113.17664285714284,-15.860928571428571,0.988857142857143,0.7889635714285715,0.0511,182312.0,6.142857142857143
1954,0.5356,0.40459999999999996,0.7466,111.52500000000002,-13.2874,0.9234,0.37821738,0.16816,246521.2,2.8
1955,0.42160000000000003,0.41746999999999995,0.4516,117.63370000000002,-8.734200000000001,0.6521,0.006967469000000001,0.040760000000000005,155155.2,4.9
1956,0.6164888888888889,0.22105866666666663,0.5657555555555553,114.44368888888891,-13.013399999999997,0.907088888888889,0.296893304888889,0.09910444444444448,148821.02222222224,9.155555555555555
1957,0.5880434782608697,0.4913282608695652,0.7680652173913043,122.2123260869565,-8.545108695652173,0.6455217391304348,0.00018249260869565218,0.08560217391304346,151916.63043478262,30.934782608695652
1958,0.45535714285714285,0.33282857142857136,0.5033642857142857,109.39457142857142,-13.368571428571428,0.6802785714285715,0.25406780714285715,0.06250714285714284,155849.07142857142,19.214285714285715
