year,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,speechiness,duration_ms,popularity
1933,0.6553846153846153,0.25581794871794866,0.6806153846153846,119.60105128205127,-12.189974358974368,0.8940512820512821,0.017244616923076918,0.05794102564102564,170820.87179487178,16.666666666666668
1934,0.6463333333333333,0.19466666666666668,0.5916666666666667,132.04033333333334,-12.442666666666668,0.947,0.0008738000000000001,0.05316666666666667,162689.0,3.3333333333333335
1939,0.5215000000000001,0.0887,0.682,84.736,-20.092,0.9870000000000001,8.49e-06,0.057300000000000004,198229.0,3.5
1941,0.58275,0.180325,0.7345,89.73124999999999,-16.335250000000002,0.9617500000000001,0.062807525,0.18385,177665.5,1.0
1945,0.5474,0.23176000000000002,0.7043999999999999,104.1748,-15.5892,0.9718,0.09051285,0.06061999999999999,178683.0,1.6
1946,0.24600000000000002,0.433,0.213,34.808,-8.96,0.968,0.956,0.0312,92074.0,0.0
1947,0.33940000000000003,0.14792,0.2504,107.03040000000001,-21.0006,0.9016,0.5660000000000001,0.041299999999999996,350344.0,0.6
1950,0.5735,0.44125000000000003,0.6459999999999999,121.79275,-9.039250000000001,0.6965,0.23015249999999998,0.14872500000000002,194570.0,12.25
1951,0.3875,0.5165000000000001,0.789,127.187,-9.7015,0.817,0.1131605,0.0653,171294.0,16.5
1954,0.518,0.33799999999999997,0.569,119.04299999999999,-7.952000000000001,0.7879999999999999,0.0,0.0426,145867.0,13.0
1957,0.5975,0.182,0.6375,118.6045,-11.9815,0.905,0.0,0.039099999999999996,152353.0,9.5
1958,0.659,0.48969230769230765,0.7655384615384615,129.71984615384616,-9.218153846153845,0.6838461538461538,0.0767325176923077,0.06412307692307692,135346.92307692306,35.15384615384615
1959,0.6687999999999998,0.61006,0.73058,119.38040000000001,-10.0112,0.61,0.049904000000000004,0.04164,144879.8,23.0
1960,0.63,0.2401,0.656,112.95633333333335,-14.811666666666667,0.9046666666666666,0.2233371666666667,0.08800000000000001,191506.66666666666,19.666666666666668
1961,0.5085,0.2025,0.7455,106.47800000000001,-23.3115,0.864,0.615,0.05275,285780.0,15.5
1962,0.5768000000000001,0.31999999999999995,0.5382,109.4286,-14.3124,0.782,5.595999999999999e-05,0.03738,206607.8,23.0
1963,0.42550000000000004,0.48105,0.44775,116.94324999999999,-11.190000000000001,0.48300000000000004,0.3645045,0.043775,176816.75,26.5
1964,0.5435,0.45416666666666666,0.6970000000000001,126.05316666666666,-10.903666666666668,0.5680000000000001,2.8e-05,0.06735,144035.5,26.833333333333332
1965,0.5,0.7158571428571429,0.6695714285714286,111.49157142857143,-8.388285714285717,0.20136714285714286,0.13590149999999998,0.03621428571428571,168085.85714285713,22.714285714285715
1966,0.4643333333333333,0.47733333333333333,0.82,116.68133333333333,-13.306333333333333,0.4016633333333333,0.31503966666666666,0.036500000000000005,175635.66666666666,21.333333333333332
1967,0.5826666666666668,0.4506666666666667,0.658,129.57133333333334,-12.095999999999998,0.7013333333333334,0.19999999999999998,0.0384,155751.0,34.0
1968,0.838,0.79,0.9490000000000001,109.118,-7.903,0.14400000000000002,0.0,0.0523,190200.0,45.0
1969,0.6019999999999999,0.5315,0.5315,121.77100000000002,-9.738,0.42350000000000004,0.00975,0.03485,129984.5,37.0
1970,0.4575555555555556,0.649888888888889,0.47622222222222216,130.64922222222222,-11.383333333333333,0.31426999999999994,0.0043555377777777775,0.057622222222222214,251149.55555555556,37.0
