year,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,speechiness,duration_ms,popularity
1933,0.6779999999999999,0.19,0.5710000000000001,138.563,-13.395,0.9670000000000001,0.00010700000000000001,0.0429,175867.0,27.0
1935,0.484,0.106,0.583,151.214,-14.581,0.9229999999999999,0.0,0.0331,179560.0,2.0
1936,0.63,0.198,0.322,131.004,-17.561,0.96,0.8809999999999999,0.0448,158933.0,6.0
1940,0.452,0.132,0.24100000000000002,78.102,-10.628,0.975,0.0,0.0342,152133.0,3.0
1941,0.13975,0.35575,0.09489999999999998,88.39949999999999,-14.8745,0.84875,0.6174999999999999,0.030100000000000002,92676.75,0.75
1943,0.17884000000000003,0.1984,0.0645,94.60799999999999,-16.64,0.7024,0.8136000000000001,0.037680000000000005,171245.2,0.0
1945,0.5974166666666666,0.21783333333333332,0.7890000000000001,123.89133333333335,-15.599250000000003,0.9705833333333334,0.008239277500000001,0.12676666666666667,174972.58333333334,0.25
1947,0.39199999999999996,0.15646666666666667,0.321,136.03833333333333,-16.807333333333332,0.9123333333333333,0.727,0.0348,353489.0,0.0
1948,0.46900000000000003,0.18333333333333335,0.49766666666666665,98.71466666666667,-15.722333333333331,0.9503333333333334,0.26899999999999996,0.042733333333333325,304897.6666666667,0.0
1949,0.3333333333333333,0.21729999999999997,0.3318666666666667,92.82333333333332,-16.225666666666665,0.959,0.17366,0.0661,204013.33333333334,0.3333333333333333
1950,0.47025,0.48549999999999993,0.7825,103.3065,-12.2445,0.746,0.018427080000000002,0.07165,162906.5,16.5
1951,0.3501111111111111,0.2576111111111111,0.3859888888888888,107.98944444444444,-13.674888888888889,0.9090000000000001,0.2448942711111111,0.09354444444444443,222118.44444444444,9.222222222222221
1952,0.48,0.11320000000000001,0.1852,93.71466666666667,-21.673666666666666,0.9836666666666667,0.9359999999999999,0.0357,355751.3333333333,12.0
1953,0.43850000000000006,0.21947,0.33589,99.57,-17.4982,0.9791000000000001,0.2746935,0.12166999999999999,270998.7,2.9
1954,0.5658750000000001,0.20407499999999998,0.4900562500000001,112.21568750000003,-16.1490625,0.9575000000000001,0.7132040356249999,0.0503375,205685.875,4.125
1955,0.5051428571428571,0.22212857142857148,0.4236071428571428,108.79892857142855,-15.032142857142858,0.9071428571428571,0.5277202142857143,0.05217857142857143,226924.7857142857,7.642857142857143
1956,0.45672222222222225,0.33821666666666667,0.4740555555555555,118.00950000000002,-13.263111111111112,0.794611111111111,0.04822049111111111,0.11843333333333332,202120.11111111112,10.555555555555555
1957,0.4722631578947369,0.36419473684210524,0.44663157894736844,104.16900000000001,-13.898315789473683,0.847,0.45799501052631575,0.07175789473684212,208333.94736842104,13.789473684210526
1958,0.5816216216216218,0.3800810810810811,0.6321675675675676,127.31308108108108,-14.904216216216216,0.8004324324324326,0.19111493810810812,0.057954054054054065,189173.67567567568,22.27027027027027
1959,0.5334390243902439,0.20871219512195116,0.37487560975609757,109.93643902439022,-19.945780487804875,0.8712926829268293,0.6094859146341461,0.049804878048780504,235083.63414634147,19.29268292682927
1960,0.5383333333333332,0.30404583333333335,0.44554583333333314,102.065625,-14.332833333333333,0.88375,0.4440670291666666,0.04533749999999998,189515.25,17.333333333333332
1961,0.5286666666666666,0.4613333333333333,0.7000000000000001,147.912,-13.055666666666667,0.4151,0.3007068333333333,0.12466666666666666,232191.33333333334,46.0
1962,0.5731199999999999,0.42300000000000004,0.6378800000000001,121.8142,-12.48328,0.6219840000000001,0.034632105600000004,0.0437,184233.44,24.32
1963,0.5512400000000001,0.5354,0.7095600000000001,117.01536,-13.0392,0.703252,0.5896558759999999,0.09764800000000001,153928.84,19.48
1964,0.5908999999999999,0.35835,0.6078,116.41950000000001,-13.6358,0.6753,0.015071354,0.043559999999999995,188230.6,22.4
1965,0.5095,0.3255,0.6255000000000001,106.1225,-17.45475,0.746,0.1598513875,0.158875,183723.5,21.25
1966,0.4888055555555555,0.5906944444444444,0.6900555555555556,116.85236111111112,-8.062694444444444,0.41573877777777773,0.07516794722222223,0.07181944444444444,187424.13888888888,29.583333333333332
1967,0.596,0.6413333333333333,0.6309999999999999,104.22800000000001,-9.510333333333334,0.4701666666666666,0.000296,0.05933333333333333,257344.5,23.666666666666668
1968,0.4611515151515152,0.5059878787878789,0.5352727272727272,109.81500000000001,-10.796939393939393,0.4046121212121212,0.015130782727272725,0.06049090909090908,291237.24242424243,29.696969696969695
1969,0.5004782608695652,0.5059565217391305,0.6576956521739131,120.76856521739131,-12.459565217391306,0.6106434782608694,0.2726613391304348,0.06595652173913044,276714.39130434784,31.0
1970,0.5339999999999998,0.4344761904761905,0.5091904761904762,113.32414285714287,-10.112857142857143,0.4115485714285714,0.0490538838095238,0.03234761904761905,198094.57142857142,34.80952380952381
1971,0.46584000000000003,0.535538,0.5430980000000001,118.87545999999996,-11.598960000000002,0.40770271999999996,0.082038028,0.08109999999999999,255638.74,31.5
1972,0.47100000000000003,0.4030833333333334,0.6370083333333333,111.21408333333335,-13.253666666666668,0.5221333333333332,0.25333141666666664,0.053641666666666664,245584.41666666666,26.5
1973,0.5148823529411765,0.6047058823529412,0.6809647058823528,121.78147058823528,-10.425588235294114,0.23950529411764704,0.005958548823529412,0.047923529411764705,243168.11764705883,28.88235294117647
1974,0.5211764705882354,0.32714117647058827,0.6757058823529412,119.60064705882353,-18.27929411764706,0.49334705882352936,0.00843083529411765,0.08589411764705883,278699.5294117647,23.176470588235293
