year,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,speechiness,duration_ms,popularity
1958,0.663,0.47920000000000007,0.8492,99.0978,-11.453599999999998,0.764,0.00336204,0.060840000000000005,128318.6,13.6
1959,0.595,0.544,0.6509999999999999,131.87,-7.58,0.85,0.0786,0.0287,112376.0,16.0
1960,0.5783333333333334,0.4323333333333333,0.6476666666666666,107.88766666666668,-10.79,0.57,0.00020208666666666664,0.13893333333333335,156551.0,15.0
1972,0.763,0.6459999999999999,0.854,101.321,-11.4905,0.7280000000000001,0.0,0.10135,182880.0,35.0
1977,0.6629999999999999,0.94,0.905,123.37899999999999,-4.151,0.000935,0.0474,0.0392,254607.0,36.0
1979,0.5914285714285715,0.49400000000000005,0.5654285714285715,104.73171428571428,-11.476571428571429,0.41547732857142855,0.18758824285714285,0.041914285714285716,244521.85714285713,32.57142857142857
1986,0.6509999999999999,0.41200000000000003,0.532,118.27600000000001,-11.539000000000001,0.0166,0.00293,0.0279,239627.0,50.0
1987,0.564,0.664,0.731,142.805,-12.3,0.0226,0.0,0.0332,206467.0,50.0
1988,0.5175,0.481,0.4885,100.5395,-10.036,0.501,0.0,0.02815,241720.0,46.5
1989,0.682,0.615,0.958,109.04700000000001,-12.839,0.27899999999999997,0.0414,0.0353,294600.0,33.0
1990,0.5760000000000001,0.311,0.307,137.862,-15.157,0.621,0.0,0.0429,268760.0,36.0
1991,0.5616666666666666,0.3526666666666667,0.6146666666666666,120.97466666666666,-9.422166666666666,0.44166666666666665,2.7050000000000004e-06,0.028566666666666667,232233.33333333334,50.0
1992,0.5805,0.29785,0.401,93.66499999999999,-12.9315,0.595,0.0,0.0368,253753.5,51.5
1993,0.34299999999999997,0.504,0.225,181.875,-8.187000000000001,0.105,9.340000000000001e-05,0.0306,271227.0,61.0
1994,0.547,0.16699999999999998,0.3755,85.43799999999999,-11.086,0.628,5.75e-06,0.03595,218633.5,54.0
1995,0.664,0.669,0.755,82.32600000000001,-8.869,0.594,0.0,0.315,167533.0,35.0
1996,0.42800000000000005,0.4495,0.275,126.0805,-8.9725,0.5065000000000001,1.295e-06,0.0414,304466.5,54.0
1997,0.6596666666666667,0.48100000000000004,0.5366666666666667,90.66933333333333,-8.659999999999998,0.4023333333333334,0.0,0.1796333333333333,199733.33333333334,52.666666666666664
1999,0.7609999999999999,0.716,0.649,119.406,-5.8,0.39799999999999996,0.0,0.055999999999999994,245400.0,41.0
2003,0.648,0.937,0.83,86.99700000000001,-2.3569999999999998,0.00249,0.0,0.0869,160480.0,39.0
2004,0.843,0.7405,0.77,93.8505,-6.3985,0.226,0.000121,0.16999999999999998,225373.5,47.5
2005,0.5750000000000001,0.6918333333333333,0.6718333333333334,139.8495,-9.471333333333332,0.071255,0.0011183333333333334,0.09620000000000001,214915.5,49.833333333333336
2006,0.613,0.84,0.9390000000000001,135.001,-4.678999999999999,0.26899999999999996,1.85e-06,0.0451,224653.0,54.0
2007,0.516,0.8193333333333332,0.383,142.37,-5.808333333333334,0.22639050000000002,0.014628,0.04443333333333333,216689.0,46.0
2008,0.46499999999999997,0.9015,0.5860000000000001,126.01599999999999,-4.526,0.0029950000000000003,2.76e-05,0.0496,197126.5,49.0
2009,0.514,0.8079999999999999,0.409,159.967,-5.086,0.00161,0.000504,0.0506,221613.0,47.0
2011,0.924,0.7879999999999999,0.785,115.031,-5.191,0.36700000000000005,4.97e-06,0.0891,50787.0,47.0
2012,0.575,0.882,0.581,120.994,-4.295,0.00108,0.0,0.109,198107.0,49.0
2015,0.39799999999999996,0.316,0.174,118.58200000000001,-7.031000000000001,0.805,0.0,0.0368,253342.0,76.0
